item_no,chapter,description,unit,rate
A19.8.1.2,19.0 DRAINAGE,MF With Sewer bricks conforming to IS : 4885,Metre,8387.2
A19.8.2.1,19.0 DRAINAGE,With common burnt clay F.P.S.(non modular) bricks of class With common burnt clay F.P.S.(non modular) bricks of class - MF designation 7.5,Metre,14470.4
A19.8.2.2,19.0 DRAINAGE,MF With Sewer bricks conforming to IS : 4885,Metre,10052.6
A19.9.1.1,19.0 DRAINAGE,for separately): With common burnt clay F.P.S.(non modular) bricks of class - MF designation 7.5,Each,10504.0
A19.9.1.2,19.0 DRAINAGE,MF With Sewer bricks conforming to IS : 4885,Each,13914.6
A19.10.2,19.0 DRAINAGE,Extra depth for circuler type manhole 0.91m internal dia (at With common burnt clay F.P.S. (non modular) bricks of class - With Sewer bricks conforming IS : 4885,Metre,7236.7
A19.11.1.2,19.0 DRAINAGE,MF | With Sewer bricks conforming IS : 4885,Each,26651.1
A19.12.1,19.0 DRAINAGE,Extra depth for circular type manhole 1.22m internal dia (at With common burnt clay F.P.S (non-modular) bricks of class - MF designation 7.5,Metre,13398.8
A19.12.2,19.0 DRAINAGE,MF | With Sewer bricks conforming to IS : 4885,Metre,9348.0
A19.13.1.1,19.0 DRAINAGE,cement plaster at the external surface shall be paid for With common burnt clay F.P.S (non-modular) bricks of class - MF designation 7.5,Each,43879.8
A19.13.1.2,19.0 DRAINAGE,MF | With Sewer bricks conforming to IS : 4885,Each,56127.5
A19.14.2,19.0 DRAINAGE,MF | With Sewer bricks conforming IS : 4885,Metre,21880.3
A19.15.1,19.0 DRAINAGE,(1 cement : 3 coarse sand : 6 graded stone aggregate 20 mm nominal size) as per standard design. - With 20x20 mm square bar,Each,449.8
A19.15.2,19.0 DRAINAGE,(1 cement : 3 coarse sand : 6 graded stone aggregate 20 mm nominal size) as per standard design. - With 20 mm diameter round bar,Each,391.6
A19.17.1,19.0 DRAINAGE,concrete blocks and fixing with 20x20x10cm cement concrete 20 mm nominal size). - With 20x20 mm square bar.,Each,532.1
A19.17.2,19.0 DRAINAGE,concrete blocks and fixing with 20x20x10cm cement concrete 20 mm nominal size). - With 20 mm diameter round bar.,Each,473.9
A19.19.1.1,19.0 DRAINAGE,Rectangular shape 600x450mm internal dimensions,Each,1576.8
A19.19.1.2,19.0 DRAINAGE,to be not less than 108 kg. Providing and fixing in position precast R.C.C. manhole cover and - Square shape 450mm internal dimensions,Each,1413.5
A19.19.1.3,19.0 DRAINAGE,to be not less than 108 kg. Providing and fixing in position precast R.C.C. manhole cover and - Circular shape 450mm internal diameter,Each,1312.5
A19.19.2.1,19.0 DRAINAGE,Square shape 450mm internal dimension,Each,1578.8
A19.19.2.2,19.0 DRAINAGE,Circular shape 500mm internal diameter,Each,1322.8
A19.19.3.1,19.0 DRAINAGE,Circular shape 560mm internal diameter,Each,1859.1
A19.19.4.1,19.0 DRAINAGE,comme men aa pn te iu - Circular shape 560mm internal diameter,Each,2336.6
A19.20,19.0 DRAINAGE,gully trap (standard pattern) the weight of cover to be not less,Each,812.3
A19.21.1,19.0 DRAINAGE,with a floating coat of neat cement and making necessary channels for the drain etc. complete: - For pipes 100 to 250 mm diameter,Each,619.7
A19.21.2,19.0 DRAINAGE,with a floating coat of neat cement and making necessary channels for the drain etc. complete: - For pipes 250 to 300 mm diameter,Each,747.5
A19.21.3,19.0 DRAINAGE,with a floating coat of neat cement and making necessary channels for the drain etc. complete: - For pipes 350 to 450 mm diameter,Each,1091.3
A19.22.1,19.0 DRAINAGE,100 mm dia sand cast iron drop connection,Each,9778.7
A19.22.2,19.0 DRAINAGE,150 mm dia sand cast iron drop connection,Each,13275.5
A19.23.1,19.0 DRAINAGE,For 100 mm dia sand cast iron drop connection,Metre,3001.9
A19.23.2,19.0 DRAINAGE,For 150 mm dia sand cast iron drop connection,Metre,16156.2
A19.24.1,19.0 DRAINAGE,Rectangular manhole 90x80 cm and 45 cm deep,Each,1477.0
A19.24.2,19.0 DRAINAGE,Rectangular manhole 120x90 cm and 90 cm deep,Each,2593.4
A19.24.4,19.0 DRAINAGE,Circular manhole 122 cm diameter and 1.68 m deep,Each,3758.7
A19.25.1,19.0 DRAINAGE,Rectangular manhole 90x80 cm and beyond 45 cm deep,Metre,1182.3
A19.25.2,19.0 DRAINAGE,Rectangular manhole 120x90 cm and beyond 90 cm deep,Metre,1408.1
A19.26.2,19.0 DRAINAGE,mm of grade LID - 2.5 Rectangular manhole 120x90 cm with cirular cover 500 mm dia of - grade MD - 10,Each,4453.0
A19.26.3,19.0 DRAINAGE,Rectangular manhole 120x90 cm with cirular cover 500 mm dia of Rectangular manhole 120x90 cm with circular cover 560 mm dia - of grade HD - 20,Each,4139.4
A19.26.4,19.0 DRAINAGE,Rectangular manhole 120x90 cm with circular cover 560 mm dia Circular manhole 140 cm dia with cirular cover 600 mm dia of - grade EHD - 35,Each,334.7
A19.27.1,19.0 DRAINAGE,complete as per standard design: With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Each,7151.6
A19.28.1,19.0 DRAINAGE,with bricks in cement mortar 1:4 ( 1 cement :4 coarse sand ) with With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Each,8374.6
A19.29.1,19.0 DRAINAGE,frame and vertical grating complete as per standard design : With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Each,13447.9
A19.30.1.1,19.0 DRAINAGE,Inside dimensions 455x610 mm and 45 cm deep for single pipe With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Each,9108.5
A19.30.2.1,19.0 DRAINAGE,one or two inlets. With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Each,10184.2
A19.30.3.1,19.0 DRAINAGE,~ three or more inletes. With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Each,11779.0
A19.31.1.1,19.0 DRAINAGE,With common burnt clay F.P.S. (non-modular) bricks of class With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Metre,8447.6
A19.31.2.1,19.0 DRAINAGE,With common burnt clay F.P.S. (non-modular) bricks of class With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Metre,9204.7
A19.31.3.1,19.0 DRAINAGE,With common burnt clay F.P.S. (non-modular) bricks of class With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5,Metre,10703.8
A19.32.1,19.0 DRAINAGE,"mm diameter, 1.8 m long complete as per standard design. With common burnt clay F.P.S. (non-modular) bricks of class - MF designation 7.5",Each,27202.4
A19.33,19.0 DRAINAGE,including S.W. drain pipe 100 mm diameter and 1.20 m long,Each,3647.1
A19.34.1,19.0 DRAINAGE,Providing and fixing $.W. intercepting trap in manholes with stiff testing of joints etc. complete. - 100 mm dia.,Each,415.1
A9.34.2,19.0 DRAINAGE,Providing and fixing $.W. intercepting trap in manholes with stiff testing of joints etc. complete. - 150 mm dia.,Each,559.6
A19.35.1,19.0 DRAINAGE,R.C.C. pipes including collars/spigot jointed with stiff mixture of including testing of joints etc. complete. - 450 mm dia. RCC pipes,Metre,95602.1
A19.35.3,19.0 DRAINAGE,R.C.C. pipes including collars/spigot jointed with stiff mixture of including testing of joints etc. complete. - 900 mm dia. RCC pipes,Metre,158379.2
A19.35.4,19.0 DRAINAGE,1000 mm dia. RCC pipes. (Laying by manual/mechanical means),Metre,183382.6
A19.35.5,19.0 DRAINAGE,1200 mm dia. RCC pipes. (Laying by manual/mechanical means),Metre,223517.6
A19.35.6,19.0 DRAINAGE,1800 mm dia. RCC pipes. (Laying by manual/mechanical means),Metre,273275.8
A19.36.1,19.0 DRAINAGE,pipes including collars/spigot jointed with stiff mixture of including testing of joints etc. complete. - 450 mm dia. RCC pipes,Metre,50846.0
A19.36.2,19.0 DRAINAGE,pipes including collars/spigot jointed with stiff mixture of including testing of joints etc. complete. - 600 mm dia. RCC pipes,Metre,137601.2
A19.36.3,19.0 DRAINAGE,pipes including collars/spigot jointed with stiff mixture of including testing of joints etc. complete. - 900 mm dia. RCC pipes,Metre,181847.9
A19.36.4,19.0 DRAINAGE,1000 mm dia. RCC pipes. (Laying by manual/mechanical means),Metre,209784.9
A19.36.5,19.0 DRAINAGE,1200 mm dia. RCC pipes. (Laying by manual/mechanical means),Metre,305658.2
A19.36.6,19.0 DRAINAGE,1800 mm dia. RCC pipes. (Laying by manual/mechanical means),Metre,396383.1
A20.1.1,20.0 PILE WORK,(Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) : - 400 mm dia piles,Metre,3364.1
A20.1.2,20.0 PILE WORK,(Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) : - 450 mm dia piles,Metre,3542.5
A20.1.3,20.0 PILE WORK,(Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) : - 500 mm dia piles,Metre,4260.6
A20.1.4,20.0 PILE WORK,(Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) : - 550 mm dia piles,Metre,4933.7
A20.1.5,20.0 PILE WORK,to the bottom of pile cap) : - 750 mm dia piles,Metre,8870.5
A20.1.6,20.0 PILE WORK,to the bottom of pile cap) : - 1000 mm dia piles,Metre,15507.6
A20.1.7,20.0 PILE WORK,1200 mm dia piles,Metre,21562.7
A20.1.8,20.0 PILE WORK,1500 mm dia piles,Metre,32679.1
A20.2.1,20.0 PILE WORK,excavated earth with all its lifts and leads ( Length of pile for payment shall be measured upto bottom of pile cap). - 450 mm dia piles,Metre,3550.7
A20.2.2,20.0 PILE WORK,excavated earth with all its lifts and leads ( Length of pile for payment shall be measured upto bottom of pile cap). - 500 mm dia piles,Metre,4209.2
A20.2.3,20.0 PILE WORK,excavated earth with all its lifts and leads ( Length of pile for payment shall be measured upto bottom of pile cap). - 600 mm dia piles,Metre,5786.1
A20.2.4,20.0 PILE WORK,excavated earth with all its lifts and leads ( Length of pile for payment shall be measured upto bottom of pile cap). - 750 mm dia piles,Metre,8891.2
A20.3.1,20.0 PILE WORK,the pile cap etc. all complete. ( Length of pile for payment shall be measured upto the bottom of pile cap) : - 300 mm dia piles,Metre,2039.2
A20.3.2,20.0 PILE WORK,the pile cap etc. all complete. ( Length of pile for payment shall be measured upto the bottom of pile cap) : - 400 mm dia piles,Metre,3237.9
A20.3.3,20.0 PILE WORK,the pile cap etc. all complete. ( Length of pile for payment shall be measured upto the bottom of pile cap) : - 450 mm dia piles,Metre,3955.7
A20.3.4,20.0 PILE WORK,the pile cap etc. all complete. ( Length of pile for payment shall be measured upto the bottom of pile cap) : - 550 mm dia piles,Metre,4802.2
A20.4.1,20.0 PILE WORK,Extra over single under ream for providing additional bulbs in extra bulbs are to be paid) - 300 mm dia pipes,Each,1537.2
A20.4.2,20.0 PILE WORK,Extra over single under ream for providing additional bulbs in extra bulbs are to be paid) - 400 mm dia pipes,Each,2060.2
A20.4.3,20.0 PILE WORK,Extra over single under ream for providing additional bulbs in extra bulbs are to be paid) - 450 mm dia pipes,Each,2375.0
A20.4.4,20.0 PILE WORK,extra bulbs are to be paid) - 550 mm dia pipes,Each,2794.2
A20.5.1,20.0 PILE WORK,cost of steel reinforcement (Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) - 400 mm dia pipe,Metre,4185.2
A20.5.2,20.0 PILE WORK,cost of steel reinforcement (Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) - 450 mm dia pipe,Metre,5215.0
A20.5.3,20.0 PILE WORK,cost of steel reinforcement (Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) - 500 mm dia pipe,Metre,5770.5
A20.5.4,20.0 PILE WORK,cost of steel reinforcement (Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) - 550 mm dia pipe,Metre,6698.4
A20.5.5,20.0 PILE WORK,cost of steel reinforcement (Length of pile for payment shall be measured from top of shoe to the bottom of pile cap) - 750 mm dia pipe,Metre,13562.3
A20.5.6,20.0 PILE WORK,measured from top of shoe to the bottom of pile cap) - 1000 mm dia pipe,Metre,18881.0
